study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB5348	SAMEA2400767	ERX424910	ERR458563	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458563/ERR458563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458563/120903_0219_D0PT7ACXX_1_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458563
PRJEB5348	SAMEA2400768	ERX424911	ERR458564	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458564/ERR458564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458564/120903_0219_D0PT7ACXX_2_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458564
PRJEB5348	SAMEA2400769	ERX424912	ERR458565	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458565/ERR458565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458565/120903_0219_D0PT7ACXX_3_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458565
PRJEB5348	SAMEA2400770	ERX424913	ERR458566	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458566/ERR458566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458566/120903_0219_D0PT7ACXX_4_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458566
PRJEB5348	SAMEA2400771	ERX424914	ERR458567	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458567/ERR458567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458567/120903_0219_D0PT7ACXX_5_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458567
PRJEB5348	SAMEA2400772	ERX424915	ERR458568	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458568/ERR458568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458568/120903_0219_D0PT7ACXX_6_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458568
PRJEB5348	SAMEA2400773	ERX424916	ERR458569	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458569/ERR458569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458569/120903_0219_D0PT7ACXX_7_SA-PE-038.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458569
PRJEB5348	SAMEA2400774	ERX424917	ERR458570	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458570/ERR458570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458570/120903_0219_D0PT7ACXX_1_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458570
PRJEB5348	SAMEA2400775	ERX424918	ERR458571	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458571/ERR458571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458571/120903_0219_D0PT7ACXX_2_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458571
PRJEB5348	SAMEA2400776	ERX424919	ERR458572	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458572/ERR458572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458572/120903_0219_D0PT7ACXX_3_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458572
PRJEB5348	SAMEA2400777	ERX424920	ERR458573	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458573/ERR458573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458573/120903_0219_D0PT7ACXX_4_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458573
PRJEB5348	SAMEA2400778	ERX424921	ERR458574	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458574/ERR458574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458574/120903_0219_D0PT7ACXX_5_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458574
PRJEB5348	SAMEA2400779	ERX424922	ERR458575	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458575/ERR458575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458575/120903_0219_D0PT7ACXX_6_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458575
PRJEB5348	SAMEA2400780	ERX424923	ERR458576	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458576/ERR458576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458576/120903_0219_D0PT7ACXX_7_SA-PE-001.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458576
PRJEB5348	SAMEA2400781	ERX424924	ERR458577	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458577/ERR458577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458577/120903_0219_D0PT7ACXX_1_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458577
PRJEB5348	SAMEA2400782	ERX424925	ERR458578	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458578/ERR458578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458578/120903_0219_D0PT7ACXX_2_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458578
PRJEB5348	SAMEA2400783	ERX424926	ERR458579	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458579/ERR458579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458579/120903_0219_D0PT7ACXX_3_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458579
PRJEB5348	SAMEA2400784	ERX424927	ERR458580	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458580/ERR458580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458580/120903_0219_D0PT7ACXX_4_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458580
PRJEB5348	SAMEA2400785	ERX424928	ERR458581	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458581/ERR458581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458581/120903_0219_D0PT7ACXX_5_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458581
PRJEB5348	SAMEA2400786	ERX424929	ERR458582	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458582/ERR458582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458582/120903_0219_D0PT7ACXX_6_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458582
PRJEB5348	SAMEA2400787	ERX424930	ERR458583	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458583/ERR458583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458583/120903_0219_D0PT7ACXX_7_SA-PE-002.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458583
PRJEB5348	SAMEA2400788	ERX424931	ERR458584	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458584/ERR458584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458584/120903_0219_D0PT7ACXX_1_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458584
PRJEB5348	SAMEA2400789	ERX424932	ERR458585	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458585/ERR458585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458585/120903_0219_D0PT7ACXX_2_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458585
PRJEB5348	SAMEA2400790	ERX424933	ERR458586	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458586/ERR458586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458586/120903_0219_D0PT7ACXX_3_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458586
PRJEB5348	SAMEA2400791	ERX424934	ERR458587	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458587/ERR458587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458587/120903_0219_D0PT7ACXX_4_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458587
PRJEB5348	SAMEA2400792	ERX424935	ERR458588	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458588/ERR458588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458588/120903_0219_D0PT7ACXX_5_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458588
PRJEB5348	SAMEA2400793	ERX424936	ERR458589	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458589/ERR458589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458589/120903_0219_D0PT7ACXX_6_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458589
PRJEB5348	SAMEA2400794	ERX424937	ERR458590	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458590/ERR458590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458590/120903_0219_D0PT7ACXX_7_SA-PE-059.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458590
PRJEB5348	SAMEA2400795	ERX424938	ERR458591	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458591/ERR458591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458591/120903_0219_D0PT7ACXX_1_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458591
PRJEB5348	SAMEA2400796	ERX424939	ERR458592	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458592/ERR458592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458592/120903_0219_D0PT7ACXX_2_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458592
PRJEB5348	SAMEA2400797	ERX424940	ERR458593	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458593/ERR458593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458593/120903_0219_D0PT7ACXX_3_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458593
PRJEB5348	SAMEA2400798	ERX424941	ERR458594	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458594/ERR458594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458594/120903_0219_D0PT7ACXX_4_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458594
PRJEB5348	SAMEA2400799	ERX424942	ERR458595	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458595/ERR458595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458595/120903_0219_D0PT7ACXX_5_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458595
PRJEB5348	SAMEA2400800	ERX424943	ERR458596	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458596/ERR458596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458596/120903_0219_D0PT7ACXX_6_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458596
PRJEB5348	SAMEA2400801	ERX424944	ERR458597	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458597/ERR458597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458597/120903_0219_D0PT7ACXX_7_SA-PE-033.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458597
PRJEB5348	SAMEA2400802	ERX424945	ERR458598	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458598/ERR458598.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458598/120903_0219_D0PT7ACXX_1_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458598
PRJEB5348	SAMEA2400803	ERX424946	ERR458599	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458599/ERR458599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458599/120903_0219_D0PT7ACXX_2_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458599
PRJEB5348	SAMEA2400804	ERX424947	ERR458600	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458600/ERR458600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458600/120903_0219_D0PT7ACXX_3_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458600
PRJEB5348	SAMEA2400805	ERX424948	ERR458601	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458601/ERR458601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458601/120903_0219_D0PT7ACXX_4_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458601
PRJEB5348	SAMEA2400806	ERX424949	ERR458602	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458602/ERR458602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458602/120903_0219_D0PT7ACXX_5_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458602
PRJEB5348	SAMEA2400807	ERX424950	ERR458603	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458603/ERR458603.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458603/120903_0219_D0PT7ACXX_6_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458603
PRJEB5348	SAMEA2400808	ERX424951	ERR458604	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458604/ERR458604.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458604/120903_0219_D0PT7ACXX_7_SA-PE-075.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458604
PRJEB5348	SAMEA2400809	ERX424952	ERR458605	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458605/ERR458605.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458605/120903_0219_D0PT7ACXX_1_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458605
PRJEB5348	SAMEA2400810	ERX424953	ERR458606	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458606/ERR458606.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458606/120903_0219_D0PT7ACXX_2_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458606
PRJEB5348	SAMEA2400811	ERX424954	ERR458607	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458607/ERR458607.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458607/120903_0219_D0PT7ACXX_3_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458607
PRJEB5348	SAMEA2400812	ERX424955	ERR458608	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458608/ERR458608.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458608/120903_0219_D0PT7ACXX_4_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458608
PRJEB5348	SAMEA2400813	ERX424956	ERR458609	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458609/ERR458609.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458609/120903_0219_D0PT7ACXX_5_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458609
PRJEB5348	SAMEA2400814	ERX424957	ERR458610	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458610/ERR458610.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458610/120903_0219_D0PT7ACXX_6_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458610
PRJEB5348	SAMEA2400815	ERX424958	ERR458611	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458611/ERR458611.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458611/120903_0219_D0PT7ACXX_7_SA-PE-072.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458611
PRJEB5348	SAMEA2400816	ERX424959	ERR458612	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458612/ERR458612.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458612/120903_0219_D0PT7ACXX_1_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458612
PRJEB5348	SAMEA2400817	ERX424960	ERR458613	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458613/ERR458613.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458613/120903_0219_D0PT7ACXX_2_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458613
PRJEB5348	SAMEA2400818	ERX424961	ERR458614	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458614/ERR458614.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458614/120903_0219_D0PT7ACXX_3_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458614
PRJEB5348	SAMEA2400819	ERX424962	ERR458615	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458615/ERR458615.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458615/120903_0219_D0PT7ACXX_4_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458615
PRJEB5348	SAMEA2400820	ERX424963	ERR458616	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458616/ERR458616.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458616/120903_0219_D0PT7ACXX_5_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458616
PRJEB5348	SAMEA2400821	ERX424964	ERR458617	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458617/ERR458617.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458617/120903_0219_D0PT7ACXX_6_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458617
PRJEB5348	SAMEA2400822	ERX424965	ERR458618	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458618/ERR458618.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458618/120903_0219_D0PT7ACXX_7_SA-PE-089.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458618
PRJEB5348	SAMEA2400823	ERX424966	ERR458619	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458619/ERR458619.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458619/120903_0219_D0PT7ACXX_1_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458619
PRJEB5348	SAMEA2400824	ERX424967	ERR458620	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458620/ERR458620.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458620/120903_0219_D0PT7ACXX_2_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458620
PRJEB5348	SAMEA2400825	ERX424968	ERR458621	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458621/ERR458621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458621/120903_0219_D0PT7ACXX_3_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458621
PRJEB5348	SAMEA2400826	ERX424969	ERR458622	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458622/ERR458622.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458622/120903_0219_D0PT7ACXX_4_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458622
PRJEB5348	SAMEA2400827	ERX424970	ERR458623	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458623/ERR458623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458623/120903_0219_D0PT7ACXX_5_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458623
PRJEB5348	SAMEA2400828	ERX424971	ERR458624	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458624/ERR458624.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458624/120903_0219_D0PT7ACXX_6_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458624
PRJEB5348	SAMEA2400829	ERX424972	ERR458625	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458625/ERR458625.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458625/120903_0219_D0PT7ACXX_7_SA-PE-040.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458625
PRJEB5348	SAMEA2400830	ERX424973	ERR458626	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458626/ERR458626.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458626/120903_0219_D0PT7ACXX_1_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458626
PRJEB5348	SAMEA2400831	ERX424974	ERR458627	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458627/ERR458627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458627/120903_0219_D0PT7ACXX_2_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458627
PRJEB5348	SAMEA2400832	ERX424975	ERR458628	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458628/ERR458628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458628/120903_0219_D0PT7ACXX_3_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458628
PRJEB5348	SAMEA2400833	ERX424976	ERR458629	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458629/ERR458629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458629/120903_0219_D0PT7ACXX_4_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458629
PRJEB5348	SAMEA2400834	ERX424977	ERR458630	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458630/ERR458630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458630/120903_0219_D0PT7ACXX_5_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458630
PRJEB5348	SAMEA2400835	ERX424978	ERR458631	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458631/ERR458631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458631/120903_0219_D0PT7ACXX_6_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458631
PRJEB5348	SAMEA2400836	ERX424979	ERR458632	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458632/ERR458632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458632/120903_0219_D0PT7ACXX_7_SA-PE-084.sanfastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458632
